QADate,Unit,Energy,MU,DPF,ADPass,RDPass,AD,RD,D4DD,D4DTA,D4Gamma,Area,Circumference,MCS,Span,CoA,MachineType,Mu_per_dpf
01/29/2024,WV16,6X,337.0,255,83,95,98.7,99.4,0.0,0.0,0.0,32.30481481481482,28.864197530864196,0.379502,8.326896129999364,1.1192001710863988,TrueBeam,1.3215686274509804
01/29/2024,WV16,6X,315.0,230,83,95,74.5,99.9,0.0,0.0,0.0,122.87033333333335,158.0308888888889,0.195925,32.862648655660884,0.7775083352199781,TrueBeam,1.3695652173913044
01/29/2024,WV16,6X,244.0,230,83,95,97.9,100.0,0.0,0.0,0.0,68.31524999999999,131.71355555555556,0.169823,15.949077116448846,0.5186652938784668,TrueBeam,1.0608695652173914
01/29/2024,WV16,6X,310.0,230,83,95,78.4,99.7,0.0,0.0,0.0,140.21036111111113,161.62866666666667,0.22424,32.75241804238013,0.8674844877627594,TrueBeam,1.3478260869565217
01/29/2024,WV16,6X,274.0,180,85,95,99.7,99.7,0.0,0.0,0.0,10.742277777777778,16.23,0.292922,4.756545173640502,0.6618778667762032,TrueBeam,1.5222222222222221
01/29/2024,WV16,6X,1579.0,610,88,95,97.5,100.0,0.0,0.0,0.0,19.787388888888888,25.58288888888889,0.325281,7.938078738042768,0.7734618625296422,TrueBeam,2.588524590163934
01/29/2024,WV16,6X,217.0,200,83,95,99.7,100.0,0.0,0.0,0.0,24.90258241758242,25.932747252747255,0.217633,6.775514792119022,0.9602755224841941,TrueBeam,1.085
01/29/2024,WV16,6X,335.0,500,85,95,99.0,100.0,0.0,0.0,0.0,54.687291666666674,42.649166666666666,0.390546,11.149228634059948,1.2822593251138164,TrueBeam,0.67
01/29/2024,WV16,6X,296.0,500,85,95,98.0,100.0,0.0,0.0,0.0,55.68302083333333,40.402499999999996,0.428708,11.1189976772689,1.3782073097786853,TrueBeam,0.592
01/29/2024,WV16,6X,174.0,200,83,95,98.4,100.0,0.0,0.0,0.0,75.41712871287127,76.02772277227722,0.243753,20.25966032114876,0.9919687972078971,TrueBeam,0.87
01/29/2024,WV16,6X,124.0,200,83,95,98.5,99.8,0.0,0.0,0.0,94.87158415841584,74.40851485148517,0.307569,19.599453290592244,1.2750097801007547,TrueBeam,0.62
01/29/2024,WV16,6X,683.0,500,85,95,99.5,100.0,0.0,0.0,0.0,27.647,31.64377777777778,0.237038,8.92117355241904,0.8736946705337892,TrueBeam,1.366
01/29/2024,WV16,6FFF,4442.0,1200,75,90,85.1,100.0,0.0,0.0,0.0,17.048,30.317999999999998,0.235416,7.116137164947156,0.5623062207269609,TrueBeam,3.7016666666666667
01/17/2024,NA12,6X,746.3,300,75,90,70.6,97.9,62.8,75.8,82.5,83.06125,107.93466666666666,0.137628,27.65879348493022,0.7695511791083496,Agility,2.4876666666666667
01/17/2024,NA12,6X,683.9,300,75,90,67.0,97.8,70.9,75.8,85.4,67.29408333333335,101.27188888888888,0.127168,26.558216450702727,0.6644892681637004,Agility,2.2796666666666665
01/17/2024,NA12,6X,1025.1,600,76,95,92.4,99.3,0.0,0.0,0.0,28.614194444444447,29.71655555555556,0.185964,7.249089290013397,0.9629041424720227,Agility,1.7085
01/17/2024,NA12,6X,437.2,285,75,90,92.2,100.0,0.0,0.0,0.0,213.43199999999996,85.17566666666666,0.325158,24.300002039138878,2.5057860813143034,Agility,1.5340350877192983
01/17/2024,NA12,6X,884.0,600,76,95,95.2,100.0,0.0,0.0,0.0,65.40327777777777,49.897000000000006,0.341078,14.714027088659066,1.3107657329654643,Agility,1.4733333333333334
01/17/2024,NA12,6X,636.9,400,75,90,91.4,99.6,0.0,0.0,0.0,96.29083333333332,91.87055555555555,0.211351,23.143170092256575,1.048114194488622,Agility,1.59225
01/17/2024,NA12,6X,568.4,400,75,90,96.0,99.6,0.0,0.0,0.0,95.3715,95.57211111111111,0.17917,20.225208978001557,0.9979009450688194,Agility,1.421
01/17/2024,NA12,6X,642.6,400,75,90,87.3,99.1,0.0,0.0,0.0,57.05683333333333,53.628888888888895,0.202079,14.25307592979945,1.0639197364604482,Agility,1.6065
01/17/2024,NA12,6X,602.5,400,75,90,91.0,98.6,0.0,0.0,0.0,59.17116666666667,56.59733333333334,0.199051,14.366378395371406,1.0454762297399172,Agility,1.50625
01/17/2024,NA12,6X,244.1,200,75,90,93.5,97.2,0.0,0.0,0.0,12.704910714285713,25.384642857142858,0.215322,7.193086084740559,0.5004959410217088,Agility,1.2205
01/17/2024,NA12,6X,94.1,200,75,90,93.8,94.2,0.0,0.0,0.0,16.11032258064516,29.094193548387096,0.314437,7.969516024552448,0.5537298208266809,Agility,0.4705
01/17/2024,NA12,6X,227.3,200,75,90,91.3,94.9,0.0,0.0,0.0,13.899313725490194,23.635294117647057,0.163374,6.139277870061117,0.5880744980919197,Agility,1.1365
01/17/2024,NA12,6X,906.7,800,75,90,75.2,97.7,0.0,0.0,0.0,29.26782178217822,38.55485148514852,0.12833,10.102267726741186,0.759121632032542,Agility,1.133375
01/17/2024,NA12,6X,780.3,800,75,90,79.2,97.6,0.0,0.0,0.0,27.140198019801982,50.94376237623762,0.094567,9.29512395301918,0.5327482061368389,Agility,0.975375
01/17/2024,NA12,6X,1685.1,600,80,95,93.7,98.9,0.0,0.0,0.0,28.98388888888889,35.83244444444445,0.18444,8.915916815389782,0.8088727782394602,Agility,2.8085
01/17/2024,NA12,6X,265.0,200,75,90,96.7,99.4,0.0,0.0,0.0,24.32131868131868,29.550769230769234,0.219511,7.150289044419965,0.8230350449217586,Agility,1.325
01/17/2024,NA12,6X,268.9,212,75,90,87.4,99.1,0.0,0.0,0.0,63.05608333333334,70.18977777777778,0.153373,18.789988631715858,0.8983656214580156,Agility,1.2683962264150943
01/17/2024,NA12,6X,299.0,212,75,90,88.1,99.1,0.0,0.0,0.0,68.50169444444444,69.16333333333333,0.157066,18.182946604235408,0.9904336755184989,Agility,1.4103773584905661
01/17/2024,NA12,6X,361.6,200,75,90,86.5,97.6,0.0,0.0,0.0,53.572638888888896,69.92355555555555,0.138958,18.28840505296008,0.7661601081816334,Agility,1.808
01/17/2024,NA12,6X,349.2,200,75,90,81.7,98.6,0.0,0.0,0.0,60.33702777777777,74.38844444444445,0.178281,18.440927602768475,0.8111075346230596,Agility,1.746
01/17/2024,NA12,6X,390.9,200,75,90,82.0,97.8,0.0,0.0,0.0,57.429722222222225,80.6091111111111,0.140063,21.443023116412604,0.7124470352124519,Agility,1.9545
01/17/2024,NA12,6X,388.0,200,75,90,80.6,98.4,0.0,0.0,0.0,64.67761111111112,81.39966666666666,0.159721,21.37852786677934,0.7945685008265119,Agility,1.94
01/17/2024,NA12,6X,210.7,180,80,95,98.6,99.8,0.0,0.0,0.0,43.41144444444445,48.68455555555556,0.393218,12.309611501199038,0.8916882150624998,Agility,1.1705555555555556
01/17/2024,EA08,6X,3848.1,1000,76,95,77.2,90.8,87.1,98.6,98.9,2.771166666666667,11.284444444444444,0.097263,3.9087312440208812,0.24557404489956677,Agility,3.8481
01/17/2024,NA12,6X,181.4,180,80,95,96.5,99.8,0.0,0.0,0.0,35.55319444444444,46.22000000000001,0.300429,10.769292143521046,0.7692166690706281,Agility,1.0077777777777779
01/17/2024,EV06,6X,368.0,300,83,95,99.3,100.0,0.0,0.0,0.0,68.01063888888888,57.07733333333332,0.361793,14.32012422696272,1.1915524940821032,TrueBeam,1.2266666666666666
01/17/2024,EV06,6X,364.0,300,83,95,98.5,99.9,0.0,0.0,0.0,67.47886111111112,56.30744444444444,0.335477,14.467651082671157,1.1984003496675988,TrueBeam,1.2133333333333334
01/17/2024,EV06,6X,213.0,200,83,95,99.5,100.0,0.0,0.0,0.0,53.053811881188125,111.29049504950495,0.202876,12.295408834508304,0.47671467233197573,TrueBeam,1.065
01/17/2024,EV06,6X,233.0,200,83,95,96.2,99.9,0.0,0.0,0.0,49.13633663366337,58.12158415841583,0.168015,14.540689880866722,0.8454060112975874,TrueBeam,1.165
01/17/2024,EV06,6X,262.0,230,83,95,97.3,99.7,0.0,0.0,0.0,103.29333333333335,125.81766666666667,0.249438,22.518823043668736,0.8209763864640102,TrueBeam,1.1391304347826088
01/17/2024,EV06,6X,308.0,230,83,95,77.9,99.5,0.0,0.0,0.0,92.49502777777778,159.91477777777774,0.184735,36.072070564764445,0.5784020030113263,TrueBeam,1.3391304347826087
01/17/2024,EV06,6X,291.0,230,83,95,75.8,100.0,0.0,0.0,0.0,124.1330277777778,166.61777777777777,0.231805,36.04877685070522,0.7450167049001042,TrueBeam,1.2652173913043478
01/17/2024,WV16,6FFF,4305.0,1200,75,90,74.4,99.0,49.5,83.9,89.3,18.35397222222222,36.96833333333334,0.129116,11.887120212250148,0.49647821709270684,TrueBeam,3.5875
01/17/2024,WV16,6FFF,3470.0,1200,75,90,73.1,100.0,55.6,84.1,90.7,17.755861111111113,36.82866666666667,0.138792,11.0933461187544,0.48212066083787386,TrueBeam,2.8916666666666666
01/10/2024,WV16,6X,1574.0,610,88,95,97.9,99.8,0.0,0.0,0.0,17.935583333333334,25.28477777777778,0.216574,7.7071989998448585,0.7093431269582489,TrueBeam,2.580327868852459
01/10/2024,WV16,6X,1732.0,610,88,95,95.7,100.0,0.0,0.0,0.0,15.993388888888886,24.5,0.21837,7.815902998787918,0.6527913832199546,TrueBeam,2.839344262295082
01/10/2024,WA17,6X,325.9,200,75,90,91.4,97.9,0.0,0.0,0.0,20.785434782608693,28.88086956521739,0.263261,6.524506253005766,0.7196956011200433,Agility,1.6295
